index,number_of_siblings,direct_admission,CCA,learning_style,gender,tuition,final_test,n_male,age,hours_per_week,attendance_rate,sleep_duration
3904,1,No,Sports,Auditory,Female,Yes,58.0,17.0,16.0,14.0,92.0,8.0
3905,0,No,Arts,Auditory,Male,No,68.0,13.0,16.0,10.0,95.0,8.0
3906,1,Yes,Arts,Visual,Male,No,45.0,24.0,15.0,10.0,42.0,4.0
3907,1,No,Arts,Visual,Male,Yes,51.0,20.0,16.0,10.0,98.0,8.0
3908,1,No,Clubs,Auditory,Female,No,52.0,19.0,16.0,5.0,91.0,8.0
3909,0,No,Clubs,Visual,Male,No,74.0,14.0,15.0,5.0,92.0,8.0
3910,1,No,Arts,Visual,Female,No,49.0,17.0,16.0,7.0,96.0,8.0
3911,2,No,Arts,Auditory,Male,Yes,58.0,12.0,15.0,6.0,100.0,8.0
3912,2,Yes,Clubs,Auditory,Female,Yes,65.0,14.0,16.0,11.0,99.0,8.0
3913,1,No,Sports,Auditory,Female,No,40.0,25.0,15.0,7.0,92.0,8.0
3914,2,Yes,SPORTS,Auditory,Male,No,54.0,10.0,16.0,17.0,93.0,8.0
3915,1,No,Arts,Auditory,Female,No,43.0,15.0,15.0,8.0,51.0,4.0
3916,0,No,None,Auditory,Female,Yes,79.0,14.0,15.0,9.0,100.0,8.0
3917,1,No,Arts,Visual,Male,Yes,57.0,11.0,16.0,15.0,93.0,8.0
3918,0,No,None,Visual,Male,No,80.0,19.0,15.0,10.0,95.0,8.0
3919,1,No,Sports,Auditory,Female,Yes,68.0,7.0,16.0,8.0,95.0,8.0
3920,1,No,Sports,Auditory,Male,Yes,62.0,12.0,15.0,15.0,94.0,8.0
3921,1,No,None,Visual,Male,Yes,78.0,20.0,16.0,5.0,98.0,8.0
3922,0,No,Sports,Visual,Female,Yes,90.0,13.0,16.0,10.0,94.0,8.0
3923,0,No,Sports,Visual,Male,Yes,73.0,15.0,16.0,15.0,99.0,8.0
3924,2,No,Arts,Visual,Female,No,79.0,12.0,16.0,6.0,96.0,8.0
3925,1,Yes,Clubs,Auditory,Female,No,49.0,4.0,16.0,5.0,55.0,5.0
3926,0,No,Arts,Auditory,Male,Yes,74.0,19.0,16.0,8.0,91.0,8.0
3927,1,No,Clubs,Auditory,Female,Yes,57.0,8.0,15.0,13.0,94.0,8.0
3928,1,No,Arts,Auditory,Female,No,51.0,4.0,15.0,7.0,100.0,8.0
3929,1,No,Arts,Visual,Male,No,45.0,19.0,16.0,0.0,99.0,8.0
3930,1,Yes,Arts,Visual,Male,Yes,76.0,15.0,15.0,3.0,95.0,8.0
3931,0,No,Sports,Auditory,Male,No,68.0,13.0,6.0,20.0,92.0,8.0
3932,1,No,Sports,Auditory,Male,No,54.0,18.0,16.0,6.0,95.0,8.0
3933,1,No,Clubs,Auditory,Female,No,57.0,26.0,16.0,13.0,97.0,8.0
3934,0,No,Arts,Visual,Male,Yes,68.0,20.0,15.0,16.0,98.0,8.0
3935,1,No,Sports,Visual,Female,No,49.0,22.0,15.0,11.0,60.0,4.0
3936,1,No,Arts,Visual,Female,Yes,61.0,26.0,16.0,14.0,97.0,8.0
3937,1,No,Clubs,Visual,Female,No,49.0,21.0,16.0,8.0,55.0,5.0
3938,0,No,Clubs,Auditory,Female,No,66.0,15.0,15.0,7.0,94.0,8.0
3939,2,No,Arts,Auditory,Male,No,59.0,19.0,15.0,14.0,94.0,8.0
3940,0,Yes,Arts,Visual,Female,Yes,86.0,17.0,15.0,9.0,96.0,8.0
3941,0,Yes,Clubs,Auditory,Female,Yes,75.0,1.0,15.0,12.0,95.0,8.0
3942,1,No,Arts,Visual,Male,Yes,64.0,26.0,15.0,8.0,91.0,8.0
3943,0,No,CLUBS,Auditory,Female,Yes,65.0,8.0,15.0,9.0,90.0,8.0
3944,0,Yes,None,Visual,Female,No,83.0,5.0,15.0,9.0,97.0,8.0
3945,1,No,Sports,Auditory,Female,Yes,59.0,4.0,16.0,8.0,92.0,8.0
3946,0,No,Arts,Visual,Female,Yes,74.0,13.0,16.0,8.0,95.0,8.0
3947,0,No,Clubs,Visual,Female,Yes,89.0,16.0,15.0,10.0,94.0,8.0
3948,2,No,Clubs,Auditory,Male,No,51.0,13.0,15.0,6.0,93.0,8.0
3949,1,Yes,None,Visual,Female,Yes,82.0,7.0,15.0,9.0,92.0,8.0
3951,1,Yes,None,Visual,Female,Yes,84.0,7.0,16.0,8.0,92.0,8.0
3952,1,Yes,Sports,Auditory,Female,No,49.0,23.0,15.0,3.0,80.0,8.0
3953,2,No,Clubs,Auditory,Male,Yes,77.0,15.0,15.0,8.0,93.0,8.0
3954,2,No,Sports,Visual,Female,Yes,56.0,13.0,16.0,12.0,91.0,8.0
3955,0,Yes,None,Auditory,Female,Yes,83.0,3.0,16.0,5.0,100.0,8.0
3956,1,Yes,Sports,Auditory,Female,Yes,71.0,14.0,16.0,17.0,92.0,8.0
3957,1,No,Clubs,Auditory,Male,Yes,50.0,24.0,15.0,12.0,97.0,8.0
3958,1,No,Arts,Auditory,Male,Yes,70.0,28.0,15.0,10.0,95.0,8.0
3959,1,No,None,Auditory,Male,Yes,68.0,19.0,16.0,5.0,95.0,8.0
3960,1,No,Clubs,Auditory,Male,Yes,55.0,10.0,16.0,16.0,97.0,8.0
3961,0,No,Arts,Auditory,Male,No,64.0,18.0,16.0,7.0,93.0,8.0
3962,1,No,Clubs,Auditory,Female,No,47.0,4.0,16.0,8.0,91.0,8.0
3963,0,No,None,Auditory,Male,No,60.0,18.0,15.0,13.0,94.0,8.0
3964,2,No,Arts,Visual,Male,Yes,74.0,12.0,15.0,11.0,94.0,8.0
3965,0,No,Clubs,Auditory,Male,No,65.0,13.0,16.0,18.0,95.0,8.0
3966,1,Yes,None,Visual,Female,Yes,99.0,14.0,16.0,5.0,90.0,7.0
3967,0,Yes,Arts,Auditory,Female,Yes,80.0,20.0,15.0,9.0,99.0,8.0
3968,0,No,None,Visual,Female,Yes,81.0,9.0,15.0,6.0,91.0,8.0
3969,1,No,Clubs,Auditory,Male,Yes,51.0,16.0,16.0,10.0,92.0,8.0
3970,1,No,Sports,Visual,Male,Yes,75.0,25.0,15.0,8.0,98.0,8.0
3971,0,Yes,None,Auditory,Female,No,84.0,15.0,15.0,10.0,91.0,8.0
3972,0,Yes,Clubs,Auditory,Female,No,62.0,1.0,16.0,18.0,98.0,8.0
3973,2,No,Arts,Auditory,Male,Yes,56.0,14.0,15.0,14.0,94.0,8.0
3974,1,No,Clubs,Auditory,Male,No,46.0,30.0,16.0,8.0,95.0,6.0
3975,1,No,Clubs,Auditory,Male,Yes,58.0,22.0,15.0,15.0,94.0,8.0
3976,2,No,Clubs,Visual,Male,Yes,75.0,17.0,16.0,16.0,93.0,8.0
3977,0,No,Sports,Auditory,Male,Yes,82.0,12.0,15.0,9.0,91.0,8.0
3978,2,No,Sports,Auditory,Female,No,49.0,10.0,16.0,13.0,98.0,8.0
3979,1,No,Sports,Auditory,Male,Yes,66.0,28.0,16.0,5.0,99.0,8.0
3980,0,No,None,Auditory,Male,No,67.0,18.0,15.0,20.0,94.0,8.0
3981,1,No,Clubs,Visual,Female,Yes,79.0,16.0,15.0,10.0,94.0,8.0
3982,0,No,Clubs,Auditory,Female,Yes,58.0,18.0,15.0,5.0,92.0,8.0
3983,1,No,None,Auditory,Male,No,61.0,24.0,15.0,6.0,90.0,8.0
3984,1,Yes,Clubs,Auditory,Female,Yes,75.0,17.0,15.0,13.0,95.0,8.0
3985,1,Yes,None,Auditory,Male,No,85.0,17.0,15.0,6.0,95.0,8.0
3986,0,No,Arts,Auditory,Male,Yes,69.0,11.0,16.0,18.0,91.0,8.0
3987,0,Yes,Arts,Auditory,Male,Yes,75.0,11.0,16.0,10.0,93.0,8.0
3988,0,No,Sports,Visual,Male,Yes,76.0,19.0,15.0,6.0,100.0,8.0
3989,0,No,Arts,Auditory,Male,No,61.0,21.0,16.0,8.0,90.0,8.0
3990,0,No,None,Auditory,Female,No,90.0,9.0,16.0,6.0,95.0,8.0
3991,2,No,Clubs,Auditory,Male,Yes,73.0,15.0,16.0,10.0,99.0,8.0
3992,2,No,Sports,Visual,Male,Yes,52.0,22.0,16.0,11.0,92.0,8.0
3993,0,Yes,None,Visual,Female,Yes,81.0,16.0,15.0,6.0,95.0,8.0
3994,2,No,None,Visual,Female,Yes,72.0,14.0,15.0,18.0,97.0,8.0
3995,1,No,None,Auditory,Male,Yes,63.0,12.0,16.0,9.0,97.0,8.0
3996,0,No,None,Visual,Female,Yes,90.0,21.0,15.0,8.0,93.0,7.0
3997,1,Yes,Arts,Visual,Male,Yes,78.0,10.0,15.0,7.0,93.0,8.0
3998,2,No,Sports,Auditory,Male,No,57.0,22.0,15.0,5.0,96.0,8.0
3999,0,No,None,Auditory,Female,Yes,92.0,13.0,15.0,6.0,91.0,8.0
4000,1,No,Arts,Auditory,Male,Yes,74.0,19.0,16.0,11.0,99.0,8.0
4001,0,Yes,Sports,Visual,Female,Yes,74.0,5.0,16.0,11.0,97.0,8.0
4002,0,No,Clubs,Auditory,Female,No,95.0,21.0,15.0,7.0,91.0,8.0
4003,1,No,Clubs,Auditory,Female,Yes,57.0,21.0,15.0,5.0,99.0,8.0
4004,1,No,Sports,Auditory,Female,Yes,58.0,12.0,16.0,12.0,97.0,8.0
4005,0,No,Clubs,Auditory,Female,No,58.0,7.0,16.0,15.0,95.0,8.0
4006,0,No,Clubs,Auditory,Male,Yes,74.0,18.0,16.0,16.0,99.0,8.0
4008,2,No,Clubs,Auditory,Female,Yes,76.0,3.0,15.0,14.0,91.0,8.0
4009,0,No,Clubs,Auditory,Male,Yes,96.0,16.0,16.0,7.0,99.0,8.0
4010,1,Yes,Clubs,Auditory,Male,Yes,80.0,20.0,16.0,6.0,92.0,8.0
4011,0,No,Sports,Auditory,Female,Yes,79.0,9.0,15.0,8.0,90.0,8.0
4012,2,No,Arts,Visual,Male,No,70.0,17.0,16.0,16.0,94.0,8.0
4013,0,No,Clubs,Auditory,Female,Yes,88.0,3.0,15.0,6.0,99.0,8.0
4014,2,No,ARTS,Visual,Male,No,53.0,15.0,15.0,11.0,90.0,8.0
4015,1,Yes,Clubs,Auditory,Male,Yes,66.0,10.0,16.0,17.0,99.0,8.0
4016,1,No,Clubs,Auditory,Male,No,50.0,25.0,15.0,12.0,95.0,8.0
4017,1,Yes,None,Visual,Male,No,82.0,16.0,15.0,9.0,95.0,8.0
4018,0,No,NONE,Auditory,Male,Yes,77.0,13.0,16.0,9.0,98.0,8.0
4019,1,No,None,Visual,Male,No,48.0,13.0,16.0,10.0,93.0,8.0
4020,1,No,Arts,Auditory,Female,No,44.0,18.0,16.0,4.0,67.0,5.0
4021,2,No,Arts,Auditory,Male,Yes,64.0,16.0,15.0,11.0,94.0,8.0
4022,0,Yes,None,Auditory,Male,Yes,83.0,18.0,15.0,9.0,94.0,8.0
4023,1,No,Clubs,Visual,Male,Yes,70.0,23.0,16.0,8.0,99.0,8.0
4024,1,Yes,None,Visual,Male,Yes,100.0,14.0,16.0,6.0,95.0,8.0
4025,2,No,Arts,Visual,Male,Yes,60.0,18.0,16.0,14.0,93.0,8.0
4027,1,Yes,Clubs,Visual,Female,No,62.0,17.0,5.0,11.0,91.0,8.0
4028,1,No,Sports,Auditory,Female,Yes,55.0,18.0,15.0,7.0,95.0,8.0
4029,2,No,Sports,Visual,Male,No,72.0,13.0,15.0,9.0,99.0,8.0
4030,1,No,Clubs,Visual,Male,No,54.0,16.0,16.0,5.0,96.0,8.0
4031,0,No,Arts,Auditory,Female,Yes,88.0,22.0,15.0,10.0,99.0,8.0
4032,1,Yes,None,Visual,Male,No,45.0,28.0,16.0,7.0,52.0,5.0
4033,2,No,Clubs,Visual,Male,No,69.0,13.0,15.0,6.0,96.0,8.0
4034,2,No,None,Auditory,Female,Yes,73.0,23.0,15.0,16.0,95.0,8.0
4035,1,No,Clubs,Auditory,Male,No,52.0,24.0,15.0,5.0,91.0,8.0
4036,1,No,Clubs,Auditory,Female,No,64.0,14.0,6.0,10.0,99.0,8.0
4037,0,No,CLUBS,Auditory,Male,No,60.0,16.0,15.0,11.0,96.0,8.0
4038,1,Yes,None,Auditory,Male,Yes,79.0,10.0,16.0,6.0,97.0,8.0
4039,1,No,Arts,Visual,Male,No,56.0,19.0,15.0,12.0,99.0,8.0
4040,1,No,None,Auditory,Female,Yes,62.0,11.0,15.0,10.0,95.0,8.0
4041,1,No,Sports,Auditory,Female,Yes,66.0,15.0,16.0,5.0,97.0,8.0
4043,0,No,Sports,Auditory,Male,Yes,87.0,19.0,15.0,6.0,90.0,8.0
4044,0,No,None,Auditory,Male,No,68.0,20.0,16.0,8.0,97.0,8.0
4045,0,No,Clubs,Visual,Male,Yes,69.0,20.0,15.0,16.0,92.0,8.0
4046,1,No,Arts,Auditory,Male,Yes,68.0,17.0,16.0,13.0,92.0,8.0
4047,2,Yes,Clubs,Visual,Female,No,68.0,3.0,16.0,12.0,96.0,8.0
4048,2,Yes,Arts,Auditory,Female,Yes,40.0,12.0,16.0,7.0,44.0,4.0
4049,2,No,ARTS,Visual,Male,Yes,68.0,11.0,16.0,13.0,96.0,8.0
4050,0,No,None,Auditory,Male,Yes,69.0,22.0,15.0,15.0,92.0,7.0
4051,0,No,Arts,Visual,Female,No,61.0,13.0,16.0,11.0,92.0,8.0
4052,1,No,Clubs,Auditory,Male,Yes,62.0,13.0,15.0,16.0,92.0,8.0
4053,0,No,Arts,Visual,Male,Yes,90.0,12.0,16.0,9.0,90.0,8.0
4054,2,No,Sports,Visual,Female,Yes,54.0,18.0,15.0,12.0,98.0,8.0
4055,0,Yes,None,Visual,Male,No,72.0,15.0,16.0,12.0,99.0,8.0
4056,0,No,Arts,Auditory,Male,No,63.0,23.0,15.0,10.0,94.0,8.0
4058,0,Yes,None,Visual,Male,Yes,80.0,10.0,15.0,9.0,96.0,8.0
4059,1,Yes,Arts,Visual,Male,Yes,77.0,15.0,16.0,8.0,99.0,8.0
4060,0,No,None,Visual,Male,No,92.0,13.0,15.0,8.0,97.0,8.0
4061,2,No,CLUBS,Auditory,Male,Yes,55.0,10.0,16.0,19.0,99.0,8.0
4062,0,No,Clubs,Auditory,Female,No,62.0,0.0,15.0,9.0,95.0,8.0
4063,1,Yes,None,Visual,Male,No,90.0,15.0,15.0,5.0,92.0,8.0
4064,1,No,Clubs,Auditory,Male,No,51.0,20.0,16.0,10.0,97.0,8.0
4065,0,Yes,None,Visual,Female,No,85.0,14.0,15.0,10.0,99.0,8.0
4066,2,No,Clubs,Auditory,Female,Yes,69.0,18.0,15.0,8.0,92.0,8.0
4067,2,Yes,Clubs,Visual,Male,No,69.0,13.0,15.0,15.0,95.0,8.0
4068,2,No,Clubs,Visual,Female,No,71.0,3.0,16.0,9.0,91.0,8.0
4069,1,No,None,Auditory,Male,Yes,62.0,22.0,15.0,6.0,98.0,8.0
4070,1,No,None,Visual,Male,Yes,78.0,12.0,16.0,9.0,91.0,8.0
4071,1,No,Clubs,Auditory,Female,Yes,59.0,14.0,15.0,20.0,98.0,8.0
4072,1,Yes,Sports,Auditory,Female,Yes,65.0,9.0,15.0,18.0,95.0,8.0
4073,1,Yes,Arts,Auditory,Female,Yes,80.0,8.0,15.0,10.0,94.0,8.0
4074,0,No,Arts,Visual,Female,Yes,79.0,19.0,15.0,10.0,95.0,8.0
4075,2,No,Sports,Auditory,Male,Yes,59.0,19.0,15.0,7.0,93.0,8.0
4076,0,No,Clubs,Visual,Female,No,77.0,25.0,15.0,6.0,93.0,8.0
4077,0,No,Sports,Auditory,Female,No,89.0,13.0,16.0,8.0,99.0,8.0
4078,0,Yes,Clubs,Auditory,Female,No,76.0,18.0,15.0,10.0,98.0,8.0
4079,1,No,Arts,Auditory,Female,Yes,66.0,11.0,15.0,10.0,90.0,7.0
4080,1,No,Sports,Visual,Male,No,53.0,20.0,15.0,17.0,95.0,8.0
4081,0,No,Arts,Auditory,Female,No,64.0,22.0,16.0,10.0,98.0,8.0
4082,0,Yes,None,Visual,Female,No,86.0,3.0,16.0,7.0,97.0,8.0
4083,0,No,None,Visual,Female,No,88.0,6.0,15.0,10.0,91.0,8.0
4084,1,No,Clubs,Auditory,Male,Yes,54.0,27.0,15.0,11.0,95.0,8.0
4085,0,No,Sports,Auditory,Female,No,55.0,13.0,15.0,10.0,92.0,8.0
4086,1,Yes,Arts,Visual,Male,No,59.0,27.0,16.0,6.0,96.0,8.0
4087,0,No,Arts,Auditory,Male,No,63.0,10.0,5.0,8.0,93.0,8.0
4088,0,No,None,Auditory,Male,No,68.0,15.0,15.0,9.0,99.0,8.0
4089,2,No,Sports,Auditory,Male,No,54.0,15.0,15.0,5.0,98.0,8.0
4092,1,No,Clubs,Visual,Male,No,55.0,11.0,15.0,5.0,93.0,8.0
4093,1,No,Clubs,Auditory,Female,Yes,73.0,6.0,16.0,6.0,99.0,8.0
4094,2,No,Sports,Visual,Female,Yes,50.0,20.0,16.0,7.0,95.0,8.0
4095,1,Yes,Sports,Auditory,Female,Yes,48.0,3.0,16.0,6.0,98.0,8.0
4096,2,No,Arts,Auditory,Female,Yes,64.0,13.0,6.0,10.0,95.0,8.0
4097,0,No,Sports,Auditory,Male,Yes,64.0,13.0,15.0,18.0,93.0,8.0
4098,0,No,None,Visual,Female,No,71.0,21.0,15.0,6.0,94.0,8.0
4099,0,No,Clubs,Visual,Female,Yes,63.0,0.0,16.0,7.0,93.0,8.0
4100,2,No,Clubs,Visual,Female,No,74.0,11.0,16.0,6.0,95.0,8.0
4101,2,No,Clubs,Auditory,Female,Yes,56.0,10.0,16.0,12.0,92.0,8.0
4102,2,No,None,Auditory,Female,No,62.0,10.0,15.0,7.0,91.0,8.0
4103,1,No,None,Auditory,Female,No,64.0,9.0,15.0,14.0,95.0,8.0
4104,1,Yes,Arts,Visual,Male,No,91.0,20.0,16.0,7.0,93.0,8.0
4105,1,Yes,None,Visual,Male,Yes,82.0,11.0,16.0,7.0,99.0,8.0
4106,1,No,None,Auditory,Male,No,50.0,23.0,15.0,7.0,100.0,8.0
4108,0,No,None,Visual,Male,Yes,90.0,17.0,16.0,7.0,97.0,8.0
4109,1,No,Clubs,Auditory,Female,Yes,57.0,7.0,16.0,6.0,92.0,8.0
4110,1,Yes,Clubs,Auditory,Male,Yes,73.0,10.0,15.0,14.0,92.0,7.0
4111,1,No,Clubs,Auditory,Female,Yes,54.0,1.0,16.0,7.0,94.0,8.0
4112,0,Yes,None,Visual,Male,No,73.0,17.0,15.0,11.0,96.0,8.0
4113,1,Yes,None,Auditory,Female,Yes,66.0,14.0,16.0,10.0,96.0,8.0
4114,2,No,Arts,Visual,Female,No,62.0,17.0,16.0,18.0,98.0,8.0
4115,0,No,Clubs,Auditory,Male,No,63.0,11.0,5.0,14.0,97.0,8.0
4116,0,No,None,Visual,Female,Yes,93.0,10.0,16.0,7.0,91.0,8.0
4117,1,No,Sports,Auditory,Male,No,50.0,23.0,16.0,4.0,94.0,8.0
4118,0,No,Clubs,Auditory,Female,No,76.0,0.0,15.0,14.0,98.0,8.0
4119,0,Yes,Arts,Auditory,Female,No,67.0,6.0,16.0,17.0,95.0,8.0
4120,2,Yes,Clubs,Auditory,Male,No,45.0,23.0,16.0,1.0,65.0,6.0
4121,1,No,Arts,Auditory,Female,No,51.0,15.0,16.0,7.0,93.0,8.0
4122,1,Yes,Sports,Visual,Female,No,48.0,19.0,15.0,7.0,95.0,7.0
4123,1,No,CLUBS,Visual,Female,Yes,70.0,19.0,16.0,6.0,95.0,8.0
4124,2,No,Arts,Visual,Male,Yes,56.0,20.0,16.0,14.0,95.0,8.0
4125,1,Yes,None,Visual,Male,No,90.0,15.0,15.0,5.0,92.0,8.0
4126,0,No,None,Visual,Female,Yes,92.0,6.0,15.0,9.0,92.0,8.0
4127,2,No,Arts,Auditory,Male,No,73.0,14.0,16.0,11.0,92.0,8.0
4128,1,Yes,None,Auditory,Female,No,83.0,3.0,15.0,9.0,90.0,8.0
4129,0,No,Sports,Visual,Female,No,58.0,8.0,16.0,12.0,92.0,8.0
4130,0,No,None,Visual,Female,Yes,65.0,0.0,15.0,13.0,98.0,8.0
4131,0,No,None,Visual,Female,No,85.0,13.0,15.0,7.0,92.0,8.0
4132,2,No,Arts,Auditory,Female,Yes,56.0,11.0,15.0,5.0,92.0,7.0
4133,1,No,Sports,Visual,Female,No,54.0,19.0,15.0,9.0,92.0,8.0
4134,2,No,None,Visual,Male,No,82.0,14.0,15.0,7.0,93.0,8.0
4135,0,No,Clubs,Visual,Male,No,78.0,21.0,15.0,9.0,95.0,8.0
4136,1,No,Sports,Auditory,Male,No,59.0,26.0,16.0,14.0,94.0,8.0
4137,0,Yes,None,Visual,Female,No,81.0,3.0,16.0,9.0,100.0,8.0
4138,2,No,Arts,Auditory,Female,No,59.0,7.0,16.0,16.0,95.0,8.0
4139,0,Yes,Sports,Auditory,Female,No,79.0,18.0,15.0,8.0,100.0,8.0
4140,2,No,Arts,Auditory,Male,Yes,78.0,18.0,15.0,9.0,91.0,8.0
4141,1,No,SPORTS,Auditory,Male,No,50.0,30.0,15.0,18.0,78.0,8.0
4142,1,Yes,Clubs,Auditory,Male,Yes,78.0,12.0,15.0,7.0,95.0,8.0
4143,1,No,Clubs,Auditory,Female,No,59.0,16.0,15.0,13.0,95.0,8.0
4144,1,No,Arts,Auditory,Female,Yes,67.0,9.0,15.0,18.0,91.0,8.0
4145,1,No,Arts,Auditory,Male,No,41.0,24.0,15.0,1.0,72.0,5.0
4147,1,Yes,None,Visual,Male,No,48.0,30.0,15.0,7.0,99.0,8.0
4148,0,Yes,Arts,Auditory,Male,Yes,76.0,12.0,15.0,6.0,90.0,8.0
4149,2,No,Arts,Auditory,Male,Yes,53.0,13.0,15.0,5.0,91.0,8.0
4150,1,No,Arts,Visual,Male,No,80.0,13.0,15.0,7.0,91.0,8.0
4151,0,No,Clubs,Visual,Female,No,54.0,2.0,6.0,6.0,98.0,8.0
4152,0,No,Arts,Visual,Female,No,72.0,6.0,15.0,7.0,94.0,8.0
4153,2,No,Sports,Auditory,Male,Yes,62.0,12.0,16.0,19.0,90.0,8.0
4154,1,No,Arts,Auditory,Male,Yes,59.0,15.0,16.0,8.0,100.0,8.0
4155,0,No,Clubs,Auditory,Female,No,70.0,14.0,16.0,12.0,93.0,8.0
4156,2,No,Sports,Visual,Male,Yes,72.0,22.0,16.0,13.0,91.0,8.0
4157,0,No,Sports,Visual,Male,No,73.0,22.0,15.0,11.0,97.0,8.0
4158,2,No,None,Auditory,Male,No,73.0,10.0,15.0,14.0,97.0,8.0
4159,2,No,Clubs,Auditory,Male,No,40.0,11.0,16.0,3.0,86.0,7.0
4160,0,No,Sports,Visual,Female,No,92.0,23.0,16.0,5.0,98.0,8.0
4161,2,Yes,Arts,Visual,Male,No,69.0,13.0,15.0,5.0,91.0,8.0
4162,0,Yes,ARTS,Auditory,Female,Yes,80.0,7.0,16.0,7.0,97.0,8.0
4163,1,No,Arts,Auditory,Female,Yes,69.0,7.0,15.0,14.0,96.0,8.0
4164,1,No,Sports,Auditory,Female,Yes,65.0,22.0,16.0,6.0,91.0,8.0
4165,0,No,None,Auditory,Female,Yes,95.0,17.0,15.0,5.0,92.0,8.0
4166,0,No,Sports,Auditory,Female,No,69.0,17.0,16.0,10.0,91.0,8.0
4167,0,No,None,Visual,Male,Yes,80.0,11.0,16.0,8.0,91.0,8.0
4168,0,No,Arts,Auditory,Male,Yes,73.0,11.0,16.0,8.0,95.0,8.0
4169,2,No,Clubs,Auditory,Female,Yes,70.0,10.0,16.0,12.0,90.0,8.0
4170,2,No,Arts,Auditory,Male,Yes,70.0,19.0,15.0,11.0,92.0,8.0
4171,0,No,None,Auditory,Male,No,95.0,17.0,15.0,5.0,97.0,8.0
4172,1,Yes,Clubs,Auditory,Male,No,44.0,21.0,16.0,9.0,81.0,7.0
4173,1,No,Sports,Auditory,Female,Yes,48.0,20.0,16.0,7.0,95.0,7.0
4174,0,Yes,None,Visual,Female,Yes,85.0,10.0,6.0,9.0,91.0,8.0
4175,0,Yes,Sports,Auditory,Male,Yes,80.0,19.0,15.0,8.0,95.0,8.0
4176,0,No,Sports,Auditory,Male,Yes,74.0,10.0,15.0,20.0,93.0,8.0
4177,0,No,Sports,Auditory,Female,No,65.0,10.0,16.0,8.0,95.0,8.0
4178,2,No,None,Visual,Male,Yes,73.0,14.0,16.0,7.0,93.0,8.0
4179,1,Yes,CLUBS,Auditory,Female,No,53.0,12.0,16.0,9.0,90.0,8.0
4180,1,No,Clubs,Visual,Male,No,47.0,29.0,15.0,8.0,90.0,8.0
4181,0,No,Clubs,Visual,Male,Yes,66.0,16.0,15.0,5.0,94.0,8.0
4182,1,No,Clubs,Auditory,Female,Yes,57.0,27.0,15.0,18.0,97.0,8.0
4183,2,No,Sports,Visual,Male,No,79.0,18.0,16.0,6.0,92.0,8.0
4184,2,No,Clubs,Auditory,Female,No,53.0,12.0,15.0,11.0,95.0,8.0
4185,1,No,None,Visual,Male,Yes,73.0,22.0,16.0,13.0,97.0,8.0
4186,1,Yes,Clubs,Visual,Male,Yes,57.0,25.0,15.0,7.0,99.0,8.0
4187,1,No,SPORTS,Auditory,Male,No,49.0,17.0,16.0,14.0,85.0,8.0
4188,2,Yes,Sports,Auditory,Male,No,58.0,11.0,15.0,13.0,96.0,8.0
4189,0,No,Arts,Visual,Female,Yes,71.0,13.0,15.0,9.0,91.0,7.0
4190,1,No,None,Visual,Female,Yes,77.0,14.0,15.0,9.0,95.0,8.0
4191,2,No,Clubs,Auditory,Female,Yes,55.0,10.0,15.0,10.0,98.0,8.0
4192,2,No,None,Visual,Male,No,79.0,11.0,15.0,8.0,95.0,8.0
4193,1,No,Arts,Auditory,Male,No,48.0,19.0,15.0,7.0,99.0,8.0
4194,2,Yes,Arts,Auditory,Female,No,47.0,4.0,15.0,14.0,68.0,6.0
4195,2,No,None,Visual,Male,No,72.0,19.0,15.0,8.0,91.0,8.0
4196,2,No,Arts,Visual,Female,Yes,80.0,15.0,16.0,5.0,90.0,8.0
4197,0,No,Arts,Visual,Female,No,76.0,8.0,16.0,19.0,95.0,8.0
4198,1,No,Clubs,Auditory,Female,Yes,59.0,24.0,16.0,15.0,93.0,8.0
4199,1,Yes,None,Visual,Male,Yes,90.0,18.0,15.0,6.0,95.0,8.0
4200,0,Yes,Sports,Auditory,Female,Yes,78.0,11.0,15.0,8.0,92.0,8.0
4201,0,No,None,Visual,Female,Yes,82.0,1.0,15.0,9.0,92.0,8.0
4202,1,No,Clubs,Visual,Female,No,47.0,11.0,16.0,5.0,94.0,8.0
4203,2,Yes,None,Visual,Male,Yes,88.0,11.0,15.0,10.0,100.0,8.0
4204,0,No,Sports,Visual,Female,Yes,84.0,18.0,16.0,5.0,98.0,8.0
4205,2,No,None,Auditory,Female,No,62.0,2.0,16.0,9.0,100.0,8.0
4206,1,Yes,Arts,Auditory,Female,Yes,67.0,11.0,15.0,15.0,92.0,8.0
4208,1,Yes,Sports,Auditory,Female,Yes,69.0,18.0,15.0,9.0,93.0,8.0
4209,1,No,Clubs,Auditory,Female,No,61.0,3.0,16.0,8.0,91.0,8.0
4210,0,No,Sports,Auditory,Male,No,74.0,18.0,16.0,9.0,99.0,8.0
4211,0,No,Sports,Visual,Female,No,52.0,11.0,16.0,8.0,97.0,8.0
4212,2,Yes,Clubs,Visual,Male,No,72.0,16.0,15.0,16.0,90.0,8.0
4213,1,Yes,Clubs,Auditory,Female,Yes,86.0,11.0,15.0,6.0,98.0,8.0
4214,1,No,None,Auditory,Female,Yes,50.0,17.0,16.0,10.0,98.0,8.0
4215,2,No,None,Visual,Male,Yes,61.0,20.0,16.0,14.0,97.0,8.0
